Round,Responder,Response,Correctresponse,Isresponsecorrect,Responsetime,Responsetimestamp,Player1Id,Player1Points,Player1Numeratorrank,Player1Numeratorsuit,Player1Numeratorcardtype,Player1Denominatorrank,Player1Denominatorsuit,Player1Denominatorcardtype,Player1Handvalue,Player2Id,Player2Points,Player2Numeratorrank,Player2Numeratorsuit,Player2Numeratorcardtype,Player2Denominatorrank,Player2Denominatorsuit,Player2Denominatorcardtype,Player2Handvalue
90,player1,swipeLeft,swipeLeft,correct,3.0700000000000003,581.3000000000001,MIL-1,71,6.0,hearts,s,7.0,diamonds,s,0.86,Computer,21,3.0,spades,s,7.0,spades,s,0.43
91,player1,swipeRight,swipeRight,correct,2.11,587.88,MIL-1,72,5.0,diamonds,s,8.0,hearts,s,0.63,Computer,21,8.0,spades,s,8.0,clubs,s,1.0
92,player1,swipeRight,swipeRight,correct,1.9100000000000001,593.47,MIL-1,73,1.0,hearts,s,10.0,spades,s,0.1,Computer,21,4.0,spades,s,6.0,clubs,s,0.67
93,player1,swipeLeft,swipeLeft,correct,3.46,601.07,MIL-1,74,6.0,diamonds,s,9.0,diamonds,s,0.67,Computer,21,5.0,spades,s,10.0,clubs,s,0.5
94,player1,swipeLeft,swipeLeft,correct,2.83,607.72,MIL-1,75,7.0,diamonds,s,7.0,spades,s,1.0,Computer,21,6.0,spades,s,7.0,hearts,s,0.86
95,player1,swipeRight,swipeRight,correct,4.83,616.67,MIL-1,76,3.0,spades,s,6.0,hearts,s,0.5,Computer,21,9.0,hearts,s,10.0,diamonds,s,0.9
96,player1,swipeLeft,swipeLeft,correct,2.1,622.5500000000001,MIL-1,77,5.0,spades,s,10.0,clubs,s,0.5,Computer,21,1.0,spades,s,9.0,clubs,s,0.11
97,player2,swipeRight,swipeRight,correct,4.96,630.28,MIL-1,77,6.0,diamonds,s,9.0,diamonds,s,0.67,Computer,22,4.0,hearts,s,5.0,clubs,s,0.8
98,player1,swipeRight,swipeLeft,incorrect,2.3000000000000003,636.47,MIL-1,77,6.0,spades,s,7.0,hearts,s,0.86,Computer,23,1.0,clubs,s,2.0,hearts,s,0.5
99,player1,swipeLeft,swipeLeft,correct,2.7600000000000002,642.33,MIL-1,78,7.0,spades,s,7.0,diamonds,s,1.0,Computer,23,2.0,clubs,s,3.0,hearts,s,0.67
100,player1,swipeLeft,swipeLeft,correct,3.66,650.12,MIL-1,79,5.0,spades,s,9.0,clubs,s,0.56,Computer,23,5.0,hearts,s,10.0,hearts,s,0.5
101,player1,swipeRight,swipeRight,correct,2.35,656.62,MIL-1,80,1.0,spades,s,10.0,clubs,s,0.1,Computer,23,1.0,diamonds,s,9.0,spades,s,0.11
102,player1,swipeRight,swipeRight,correct,2.13,662.14,MIL-1,81,1.0,clubs,s,7.0,hearts,s,0.14,Computer,23,2.0,spades,s,4.0,clubs,s,0.5
103,player1,swipeRight,swipeRight,correct,3.43,669.02,MIL-1,82,2.0,hearts,s,6.0,spades,s,0.33,Computer,23,3.0,diamonds,s,8.0,diamonds,s,0.38
